City,State/Country,Code
Gladstone,Australia,GLT
Glasgow,UnitedKingdom-GlasgowInternational,GLA
Glasgow,UnitedKingdom-Prestwick,PIK
GlenInnes,Australia,GLI
Goa,India,GOI
Goba,Ethiopia,GOB
GobernadorGregores,Argentina,GGS
Gode/Iddidole,Ethopia,GDE
Goiania,Brazil,GYN
GoldCoast,Australia,OOL
Golfito,CostaRica,GLF
Golmud,China,GOQ
Gonalia,PapuaNewGuinea,GOE
Gondari,Ethiopia,GDQ
Gore,Ethiopia,GOR
Goroka,PapuaNewGuinea,GKA
Gorontalo,Indonesia,GTO
Gothenburg,Sweden-Landvetter,GOT
Gothenburg,Sweden-Saeve,GSE
GoulburnIsland,Australia,GBL
Goundam,Mali,GUD
Gove,Australia,GOV
GovernorsHarbour,Bahamas,GHB
GovernadorValadares,Brazil,GVR
Goya,CR,Argentina,OYA
Gozo,Malta,GZM
GraciosaIsland,Portugal,GRW
Grafton,Australia,GFN
Granada,Spain,GRX
GrandCayman,CaymanIslands,GCM
GrandTurkIsland,TurksandCaicosIslands,GDT
Graz,Austria,GRZ
Grenada,Grenada,GND
Grenoble,France,GNB
Griffith,Australia,GFF
Grimsey,Iceland,GRY
Groennedal,Greenland,JGR
Groningen,Netherlands,GRQ
GroofeEylandt,Australia,GTE
Guadalajara,Mexico,GDL
Guam,,GUM
Guanaja,Honduras,GJA
Guanajuato,Mexico,BJX
Guangzhou,China,CAN
Guantanamo,Cuba,GAO
GuatemalaCity,Guatemala,GUA
Guayaquil,Ecuador,GYE
Guayaramerin,Bolivia,GYA
Guaymas,Mexico,GYM
Guernsey,UnitedKingdom,GCI
GuerreroNegro,Mexico,GUB
Guilin,China,KWL
Guiria,Venezuela,GUI
Gulu,Uganda,ULU
Gulyang,China,KWE
Gunsan,SouthKorea,KUV
Gurayat,SaudiArabia,URY
Gwadar,Pakistan,GWD
Gwangju,SouthKorea,KWJ
Gwalior,India,GWL
Gyandzha,Azerbaijan,KVD
Gyourmri,Armenia,LWN
HaApa,Tonga,HPA
HachijoJima,Japan,HAC
Hagfors,Sweden,HFS
Haifa,Israel,HFA
Haikou,China,HAK
Hail,SaudiArabia,HAS
Hailar,China,HLD
Haiphong,VietNam-Catbi,HPH
Hakodate,Japan,HKD
Halberstadt,Germany,ZHQ
HallsCreek,Australia,HCQ
Halmstad,Sweden,HAD
Hamburg,Germany-Fuhisbuettel,HAM
Hamburg,Germany-Luebeck,LBC
HamiltonIsland,Australia,HTI
Hamilton,Bermuda,BDA
Hamilton,NewZealand,HLZ
Hammerfest,Norway,HFT
Hangzhou,China,HGH
Hanimaadhoo,Maldives,HAQ
Hanoi,VietNam-Noibai,HAN
Hanover,Germany,HAJ
Hanzhang,China,HZG
Harare,Zimbabwe,HRE
Harbin,China,HRB
Hargeisa,Somolia,HGA
Harstad-Narvik,Norway,EVE
HassiMessaoud,Algeria,HME
Hasvik,Norway,HAA
HatYai,Thailand,HDY
Hateruma,Japan,HTR
Haugesund,Norway,HAU
Havana,Cuba,HAV
HaymanIsland,Australia,HIS
Hefei,China,HFE
Heidelberg,Germany,HDB
Helgoland,Germany,HGL
Helsinki,Finland,HEL
Heno,Myanmar,HEH
Heraklian,Greece,HER
Heringsdorf,Germany,HDF
Hermavan,Sweden,HMV
Hermosillo,Mexico,HMO
Herning,Denmark,XAK
HerveyBay,Australia,HVB
Hiroshima,Japan-International,HIJ
Hiroshima,Japan-HiroshimaWest,HIW
Hivaro,PapuaNewGuinea,HIT
HoChiMinhCity,VietNam,SGN
Hobart,Australia,HBA
Hodeidah,Yemen,HOD
Hoedspruit,SouthAfrica,HDS
Hof,Germany,HOQ
Hofuf,SaudiArabia,HOF
Hohhot,China,HET
Hokitika,NewZealand,HKK
Holguin,Cuba,HOG
HongKong,HongKong,HKG
Honiara,SolomonIslands,HIR
Honningsvag,Norway,HVG
Hooker,Australia,HOK
HornIslandAustralia,,HID
Hornafjordur,Iceland,HFN
Horta,Portugal,HOR
Hoskins,PapuaNewGuinea,HKN
Hotan,China,HTN
Houeisay,Laos,HOE
Houn,Libya,HUQ
Huahine,FrenchPolynesia,HUH
Hualien,Taiwan-PhiBai,HUN
Hualtin,Thailand,HHQ
Huanuco,FrenchPolynesia,HUU
Huargyan,China,HYN
Huatulco,Mexico,HUX
Hudiksvall,Sweden,HUV
Hue,VietNam,HUI
Hughenden,Australia,HGD
Hultsfred,Sweden,HLF
Humberside,UnitedKingdom,HUY
Hurghada,Egypt,HRG
HwangeNatPark,Zimbabwe,HWN
Hyderabad,India,HYD
Iasi,Romania,IAS
Ibague,Colombia,IBE
Ibiza,Spain,IBZ
Igarka,Russia,IAA
IguassuFalls,Brazil,IGU
Iguazu,Argentina,IGR
Ihu,PapuaNewGuinea,IHU
IleDesPins,NewCaledonia,ILP
Ilheus,Brazil,IOS
Illaga,Indonesia,ILA
Iloilo,Philippines-Mandurriao,ILO
Ilu,Indonesia,IUL
Ilulissat,Greenland,JAV
Imperatriz,Brazil,IMP
Imphal,India,IMF
InAmenas,Algeria,IAM
Inagua,Bahamas,IGA
Inanwatan,Indonesia,INX
Indagen,PapuaNewGuinea,IDN
Indore,India,IDR
Innsbruck,Austria,INN
Inta,Russia,INA
Invercargill,NewZealand,IVC
Inverell,Australia,IVR
Inverness,UnitedKingdom,INV
Ioannina,Greece,IOA
Ioma,PapuaNewGuinea,IOP
Ipatinga,Brazil,IPN
Ipiales,Colombia,IPI
Ipil,Philippines,IPE
Ipoh,Malaysia,IPH
Ipota,Vanuatu,IPA
Iquique,Chile,IQQ
Iquitos,Peru,IQT
Irkutsk,Russia,IKT
Isafjordur,Iceland,IFJ
Isfahan,Iran,IFN
Ishigakij,Japan,ISG
Islamabad,Pakistan,ISB
IslandLake/GardenHill,Canada,YIV
Islay,UnitedKingdom,ILY
IsleofMan,UnitedKingdom,IOM
IslesofScilly,UnitedKingdom-StMarys,ISC
IslesofScilly,UnitedKingdom-Tresco,TSO
Istanbul,Turkey,IST
Itaituba,Brazil,ITB
Itokama,PapuaNewGuinea,ITK
Ivalo,Finland,IVL
Ivano-Frankovsk,Ukraine,IFO
Iwami,Japan,IWJ
Ixtapa,Mexico,ZIH
Ixtepec,Mexico,IZT
Izmir,Turkey,ADB
Izumo,Japan,IZO
Jabor,MarshallIslands,JAT
Jacareacanga,Brazil,JCR
Jacobabad,Pakistan,JAG
JacquinotBay,PapuaNewGuinea,JAQ
Jaipur,India,JAI
Jakarta,Indonesia,CGK
Jalapa,Mexico,JAL
JaluitIsland,MarshallIslands,UIT
Jambi.Indonesia,DJB
Jamnagar,India,JGA
Janakpur,Nepal,JKR
Jaque,Panama,JQE
Jayapura,Indonesia,DJJ
Jeddah,SaudiArabia,JED
Jeh,MarshallIslands,JEJ
Jeju,metroarea,CJU
JerezDeLaFrontere,Spain,XRY
Jersey,UnitedKingdom,JER
Jessore,Bangladesh,JSR
Jiamusi,China,JMU
Jiayuguan,China,JGN
Jijel,Algeria,GJL
Jijiga,Ethiopia,JIJ
Jimma,Ethiopia,JIM
Jinan,China,TNA
Jingdezhen,China,JDZ
Jinghong,China,JHG
Jinja,Uganda,JIN
Jinjiang,China,JJN
Jinju,SouthKorea-Sancheon,HIN
Jinka,Ethiopia,BCO
Jinzhou,China,JNZ
Ji-Parana,Brazil,JPR
Jiwani,Pakistan,JIW
JoaoPessoa,Brazil,JPA
Jodhpur,India,JDH
Joensuu,Finland,JOE
Johannesburg,SouthAfrica,JNB
JohnstonIsland,USMinorOutlyingIslands,JON
Johor,Malaysia,JHB
Joinville,Brazil,JOI
Jommu,India,IXJ
Jomsom,Nepal,JMO
Jonkoping,Sweden,JKG
Jorhat,India,JRH
JoseDeSanMartin,Argentina,JSM
Jouf,SaudiArabia,AJF
JuazeiroDoNorte,Brazil,JDO
Juist,Germany,JUI
JuizDeFora,Brazil,JDF
Jujuy,Argentina,JUJ
JuliaCreek,Australia,JCK
Juliaca,Peru,JUL
Juzha,China,JUZ
Jyvaskyla,Finland,JYV
Kaadedhdhoo,Maldives,KDM
Kaben,MarshallIslands,KBT
KabriDar,Ethiopia,ABK
Kabul,Afghanistan,KBL
Kabwun,PapuaNewGuinea,KBM
Kadanwari,Pakistan,KCF
Kadhonoo,Maldives,KDO
Kaintiba,PapuaNewGuinea,KZF
Kaitaia,NewZealand,KAT
Kajaani,Finland,KAJ
Kalbarri,Australia,KAX
Kaliningrad,Russia,KGD
Kambuaya,Indonesia,KBX
Kameshli,SyrianArabRepublic,KAC
Kamur,Indonesia,KCD
Kamusi,PapuaNewGuinea,KUY
Kano,Nigeria,KAN
Karachi,Pakistan-Quaid-E-AzamInternational,KHI
Kardia,Estonia,KDL
Kariba,Zimbabwe,KAB
Karlsruhe/BadernBaden,Germany,FKB
Karpathos,Greece,AOK
Karubaga,Indonesia,KBF
KasabaBay,Zambia,ZKB
Kasama,Zambia,KAA
Kasane,Botswana,BBK
Katherine,Australia,KTR
Kathmandu,Nepal,KTM
Katowice,Poland,KTW
Kaunas,Lithuania,KUN
Kavala,Greece,KVA
Kavieng,PapuaNewGuinea,KVG
Kawthaung,Myanmar,KAW
Kayseri,Turkey,ASR
Kazan,Russia,KZN
Kefallinia,Greece,EFL
Kendari,Indonesia,KDI
Kerkyra,Greece,CFU
Khajuraho,India,HJR
Kharga,Egypt,UVL
Kharkov,Ukraine,HRK
Khudzhand,Tajikistan,LBD
Khuzdar,Pakistan,KDD
Kiev,Ukraine-Zhulhany,IEV
Kiev,Ukraine-Borispol,KBP
Kigali,Rwanda,KGL
Kigoma,Tanzania,TKQ
Kilimanjaro,Tanzania,JRO
Kimmirut/LakeHarbour,Canada,YLC
Kingston,Jamaica-NormanManley,KIN
Kingston,Jamaica-Tinson,KTP
Kinshasa,Congo,FIH
Kirakira,SolomonIslands,IRA
Kitadaito,Japan,KTD
Kittila,Finland,KTT
Kiunga,PapuaNewGuinea,UNG
Kiwayu,Kenya,KWY
Knock,Ireland,NOC
Kochi,Japan,KCZ
KohSamui,Thailand,USM
Kolkata,India,CCU
Kolobrzeg,Poland,QJY
KomsomolskNaAmure,Russia,KXK
Konya,Turkey,KYA
Koror,Palau,ROR
Koszalin,Poland,OSZ
KotaBharu,Malaysia,KBR
KotaKinabalu,Malaysia,BKI
Kowanyama,Australia,KWM
Kozhikode,India,CCJ
Krabi,Thailand,KBV
Krakow,Poland,KRK
KrivoyRog,Ukraine,KWG
KualaLumpur,Malaysia,KUL
KualaTerengganu,Malaysia,TGG
Kuantan,Malaysia,KUA
KubinIsland,Australia,KUG
Kuching,Malaysia,KCH
Kahramanmaras,Turkey,KCM
Kudat,Malaysia,KUD
Kufrah,Libya,AKF
Kulusuk,Greenland,KUS
Kumejima,Japan,UEO
Kundiawa,PapauNewGuinea,CMU
Kuopio,Finland,KUO
Kuri,PapuaNewGuinea,KUQ
Kushiro,Japan,KUH
Kutaisi,Georgia,KUT
Kuusamo,Finland,KAO
Kuwait,Kuwait,KWI
Kwajalein,MarshallIslands,KWA
Kyzyl,Russia,KYZ
LaCeiba,Honduras,LCE
LaCoruna,Spain,LCG
LaPalma,Panama,PLP
LaPaz,Bolivia,LPB
LaPaz,Mexico,LAP
LaRioja,Argentina,IRJ
LaRomana,DominicanRepublic,LRM
LaSerena,Chile,LSC
Laayoune,Morocco,EUN
Labasa,Fiji,LBS
Lablab,PapuaNewGuinea,LAB
LabuanBajo,Indonesia,LBJ
Labuan,Malaysia,LBU
LaeIsland,MarshallIslands,LML
Lae,PapuaNewGuinea,LAE
Lages,Brazil,LAJ
LagoAgrio,Ecuador,LGQ
LagoArgentina,Argentina,ING
Lagos,Nigeria,LOS
Lahadbatu,Malaysia,LDU
Lahore,Pakistan,LHE
Lakeba,Fiji,LKB
Lakselv,Norway,LKL
Lalibela,Ethiopia,LLI
Lamap,Vanuatu,LPM
LamenBay,Vanuatu,LNB
Lamezia-Terme,Italy,SUF
Lampang,Thailand,LPI
Lampedusa,Italy,LMP
Lamu,Kenya,LAU
LandsEnd,UnitedKingdom,LEQ
Langguri,Indonesia,LUV
Langkawi,Malaysia,LGK
Lannion,France,LAI
Lanzarote,Spain,ACE
Lanzhau,Guinea,LHW
Lanzhou,China,ZGC
Laoag,Philippines,LAO
Lappeenranta,Finland,LPP
Larantuka,Indonesia,LKA
Larnaca,Cyprus,LCA
Larochelle,France,LRH
LasPalmas,Spain,LPA
LasPiedras,Venezuela,LSP
Latakia,Syria,LTK
LaucalaIsland,Fiji,LUC
Launceston,Australia,LST
Luanda,Angola,LAD
Laverton,Australia,LVO
Lawas,Malaysia,LWY
LeHavre,France,LEH
LeMans,France,ZLN
LePuy,France,LPY
LeTouquet,France,LTQ
Learmonth,Australia,LEA
Leeds,UnitedKingdom,LBA
Legaspi,Philippines,LGP
Leh,India,IXL
Leinster,Australia,LER
Leipzig,Germany,LEJ
Leknes,Norway,LKN
Lemnos,Greece,LXS
Leon,Mexico,BJX
Leonora,Australia,LNO
Leticia,Colombia,LET
Lhasa,China,LXA
Lianyungang,China,LYG
Liberia,CostaRica,LIR
Libreville,Gabon,LBV
Lichinga,Mozambique,VXC
Liege,Belgium,LGG
Lifa,NewCaledonia,LIF
LightningRidge,Australia,LHG
LihirIsland,PapuaNewGuinea,LNV
LijiangCity,China,LJG
LikiepIsland,MarshallIslands,LIK
Lille,France-Lesquin,LIL
Lille,France-Railservice,XDB
Lilongwe,Malawi,LLW
Lima,Peru,LIM
Limbang,Malaysia,LMN
Limoges,France,LIG
LindemanIsland,Australia,LDC
Lindi,Tanzania,LDI
Linkoping,Sweden,LPI
Linyi,China,LYI
Linz,Austria,LNZ
Lisbon,Portugal,LIS
Lismore,Australia,LSY
Liuzhou,China,LZH
Liverpool,UnitedKingdom,LPL
Livingstone,Zambia,LVI
LizardIsland,Australia,LZR
Ljubliana,Slovenia,LJU
LockhartRiver,Australia,IRG
Loen,MarshallIslands,LOF
Loja,Ecuador,LOH
Lome,Togo,LFW
London,UnitedKingdom-Allairports,LON
London,UnitedKingdom-BigginHill,BQH
London,UnitedKingdom-Gatwick,LGW
London,UnitedKingdom-Heathrow,LHR
London,UnitedKingdom-LondonCity,LCY
London,UnitedKingdom-Luton,LTN
London,UnitedKingdom-Stansted,STN
Londonderry,UnitedKingdom,LDY
London-Paddington,UnitedKingdom-Railservice,QQP
Londrina,Brazil,LDB
LongApung,Indonesia,LPU
LongBanga,Malaysia,LBP
LongBawan,Indonesia,LBW
LongIsland,Australia,HAP
LongIsland/DeadmansCay,Bahamas,LGI
LongLellang,Malaysia,LGL
LongSeridan,Malaysia,ODN
Longana,Vanuatu,LOD
Longreach,Australia,LRE
Longyearbyen,Svalbard&amp;JanMayenIsland,LYR
Lonorore,Vanuatu,LNE
LordHoweIsland,Australia,LDH
Loreto,Mexico,LTO
Lorient,France,LRT
LosCabos,Mexico,SJD
LosMochis,Mexico,LMM
Losuia,PapuaNewGuinea,LSA
Lourdes/Tarbes,France,LDE
LozaroCardenas,Mexico,LZC
Luanda,Angola,LAD
LuangNamtha,Laos,LXG
LuangPrabang,Laos,LPQ
Lucknow,India,LKO
Luderitz,Namibia,LUD
Lugano,Switzerland,LUG
Lugansk,Uganda,VSG
Lukla,Nepal,LUA
Lulea,Sweden,LLA
Lumbashi,Congo,FBM
Luoyang,China,LYA
Lusaka,Zambia,LUN
Luwuk,Indonesia,LUW
Luxembourg,Luxembourg,LUX
Luxi,China,LUM
Luxor,Egypt,LXR
Luzhou,China,LZO
Lvov,Ukraine,LWO
Lyoksele,Sweden,LYC
Lyon,France-Satolas,LYS
Lyon,France-LyonPart-DieuRailservice,XYD
Maastricht,Netherlands,MST
MabuiagIsland,Australia,UBB
Macapa,Brazil,MCP
Macas,Ecuador,XMS
Macau,China,MFM
Maceio,Brazil,MCZ
Machala,Ecuador,MCH
Mackay,Australia,MKY
Madang,PapuaNewGuinea,MAG
Madinah,SaudiArabia,MED
Madrid,Spain,MAD
Madurai,India,IXM
MaeHongSon,Thailand,HGN
MaeSot,Thailand,MAQ
Maewo,Vanuatu,MWF
Mafia,Tanzania,MFA
Magadan,Russia,GDX
Magnitogorsk,Russia,MQF
Mahanoro,Madagascar,VVB
MaheIsland,Seychelles,SEZ
Maintirano,Madagascar,MXT
Maio,CapeVerde,MMO
Majkin,MarshallIslands,MJE
Majunga,Madagascar,MJN
Majuro,MarshallIslands,MAJ
Makale,Ethiopia,MQX
Makhachkala,Russia,MCX
Makokou,Gabon,MKU
Makung,Taiwan,MZG
Malabo,EquatorialGuinea,SSG
Malacca,Malaysia,MKZ
Malaga,Spain,AGP
Malakai,Sudan,MAK
Malargue,Argentina,LGS
Malatya,Turkey,MLX
Male,Maldives,MLE
Malindi,Kenya,MYD
Malmo,Sweden,MMX
MaloelapIsland,MarshallIslands,MAV
Malololailai,Fiji,PTF
Malta,Malta,MLA
Mampikony,Madagascar,WMP
ManaIsland,Fiji,MNF
Manado,Indonesia,MDC
Managua,Nicaragua,MGA
Manakara,Madagascar,WVK
Mananara,Madagascar,WMR
Manang,Nepal,NGX
Mananjary,Madagascar,MNJ
Manaus,Brazil,MAO
Manchester,UnitedKingdom,MAN
Mandalay,Myanmar,MDL
Mandritsara,Madagascar,WMA
MangaiaIsland,CookIslands,MGS
Mangalore,India,IXE
MangroveCay,Bahamas,MAY
Mangu,Zambia,MNR
Manguna,PapuaNewGuinea,MFO
Manihi,FrenchPolynesia,XMH
ManihikiIsland,CookIslands,MHX
Manila,Philippines,MNL
Maningrioa,Australia,MNG
Manizales,Colombia,MZL
Manja,Madagascar,MJA
Mannheim,Germany,MHG
Manokwari,Indonesia,MKW
Manston,UnitedKingdom,MSE
Manta,Ecuador,MEC
ManusIsland,PapuaNewGuinea,MAS
Manzanillo,Cuba,MZO
Manzanillo,Mexico,ZLO
Manzini,Swaziland,MTS
Mao,Chad,AMO
MaotaSavaiiIs,WesternSamoa,MXS
Maputo,Mozambique,MPM
MarDelPlata,Argentina,MDQ
MaraLodges,Kenya,MRE
Maraba,Brazil,MAB
Maracaibo,Venezuela,MAR
Maracay,Venezuela,MYC
Mare,NewCaledonia,MEE
Margate,SouthAfrica,MGH
Maribor,Slovenia,MBX
Mariehamn,Finland,MHQ
Mariitsoq,Greenland,JSU
Marilia,Brazil,MII
Maringa,Brazil,MGF
Mariupol,Ukraine,MPW
Maroantsetra,Madagascar,WMN
Marova,Cameroon,MVR
Marseille,France,MRS
MarshHarbour,Bahamas,MHH
Marudi,Malaysia,MUR
Maryborough,Australia,MBH
Masbate,Philippines,MBT
Maseru,Lesotho,MSU
Mashad,Iran,MHD
Matamoros,Mexico,MAM
Mataram,Indonesia,AMI
Matsumoto,Japan,MMJ
Matsuyama,Japan,MYJ
Maturin,Venezuela,MUN
MaukeIsland,CookIslands,MUK
Maulmyine,Myanmar,MNU
Maumere,Indonesia,MOF
Maun,Botswana,MUB
Maupiti,FrenchPolynesia,MAU
Mauritius,Mauritius,MRU
Mayaguana,Bahamas,MYG
Mayaguez,PuertoRico,MAZ
Mazatlan,Mexico,MZT
Mbandaka,Congo,MDK
MbujiMayi,Congo,MJM
McarthurRiver,Australia,MCV
Medan,Indonesia,MES
Medellin,Colombia-EnriqueOlayaHerrera,EOH
Medellin,Colombia</a>-JoseMarieCordova,MDE
Meekatharra,Australia,MKR
Mehamn,Norway,MEH
Meixian,China,MXZ
MejitIsland,MarshallIslands,MJB
MekaneSelam,Ethiopia,MKS
Melbourne,Australia,MEL
Melilla,Spain,MLN
Memanbetsu,Japan,MMB
Mendi,Ethiopia,NDM
Mendi,PapuaNewGuinea,MDU
Mendoza,Argentina,MDZ
Menorca,Spain,MAH
Menyamya,PapuaNewGuinea,MYX
Merauke,Indonesia,MKQ
Merave,Sudan,MWE
Merdey,Indonesia,RDE
Merida,Mexico,MID
Merida,Venezuela,MRD
Merimbula,Australia,MIM
MersaMatruh,Egypt,MUH
Metz/Nancy,France,ETZ
Mexicali,Mexico,MXL
MexicoCity,Mexico,MEX
Mfume,Zambia,MFU
Miandrivazo,Madagascar,ZVA
MiddleCaicos,TurksandCaicos,MDS
MidwayIsland,USMinorOutlyingIslands,MDY
Mikkeli,Finland,MIK
Mikonos,Greece,JMK
Milan,Italy-OrioAlSerio,BGY
Milan,Italy-Linate,LIN
Milan,Italy-Malpensa,MXP
Milan,Italy-Parma,PMF
Mildura,Australia,MQL
MiliIsland,MarshallIslands,MIJ
Milingimbi,Australia,MGT
MinamiDaito,Japan,MMD
Minatitla,Mexico,MTT
Mindiptana,Indonesia,MDP
MineralnyeVody,Russia,MRV
Minsk,Belarus-MinskInternational1,MHP
Minsk,Belarus-MinskInternational2,MSQ
Miri,Malaysia,MYY
Mirnyj,Russia,MJZ
Misawa,Japan,MSJ
MisimaIsland,PapuaNewGuinea,MIS
Misurata,Libya,MRA
MitiaroIsland,CookIslands,MOI
MiyakeJima,Japan,MYE
MiyakoJima,Japan,MMY
MizanTeferi,Ethiopia,MTF
MoIRana,Norway,MQN
Moa,Cuba,MOA
Moala,Fiji,MFJ
Moanamani,Indonesia,ONI
Moanda,Congo,MNB
Moanda,Gabon,MFF
Mogadishu,Somalia,MGQ
Mohenjodaro,Denmark,MJD
Mokpo,SouthKorea,MPK
MokutiLodge,Namibia,OKU
Molde,Norway,MOL
Mombasa,Kenya,MBA
Monastir,Tunisia,MIR
Monbetsu,Japan,MBE
Monclova,Mexico,LOV
MonkeyMia,Australia,MJK
Mono,SolomonIslands,MNY
Monrovia,Liberia,ROB
MonteCarlo,Monaco,MCM
MonteDourado,Brazil,MEU
MontegoBay,Jamaica,MBJ
Monteria,Colombia,MTR
Monterrey,Mexico,MTY
MontesClaros,Brazil,MOC
Montevideo,Uruguay,MVD
Montpellier,France,MPL
Montserrat,Montserrat,MNI
Moorea,FrenchPolynesia,MOZ
Mopti,Mali,MZI
Mora,Sweden,MXX
Morafenobe,Madagascar,TVA
Morambe,Madagascar,MXM
Moranbah,Australia,MOV
Moree,Australia,MRZ
Morelia,Mexico,MLM
Morioka,Japan,HNA
Mornington,Australia,ONG
Moro,PapuaNewGuinea,MXH
Morondava,Madagascar,MOQ
Moroni,Comoros,HAH
Moruya,Australia,MYA
Moscow,Russia-alllocations,MOW
Moscow,Russia-Bykovo,BKA
Moscow,Russia-Domodedovo,DME
Moscow,Russia-Sheremetyevo,SVO
Moscow,Russia-Vnukovo,VKO
Mosjoen,Norway,MJF
Mostar,BosniaandHerzegovina,OMO
MotaLava,Vanuatu,MTV
Mouila,Gabon,MJL
MountCook,NewZealand,MON
MountGambier,Australia,MGB
MountHagen,PapuaNewGuinea,HGU
MountHotham,Australia,MHU
MountIsa,Australia,ISA
MountKeith,Australia,WME
MountMagnet,Australia,MMG
MountPleasant,FalklandIslands,MPN
Mpacha,Namibia,MPA
Mtwara,Tanzania,MYW
Mucuri,Brazil,MVS
Mudanjiang,China,MDG
Mudgee,Australia,DGE
Muenster,Germany,FMO
Mukan,Malaysia,MKM
Mulhouse,France,MLH
Mulia,Indonesia,LII
Multan,Pakistan,MUX
Mulu,Malaysia,MZV
Mumbai,India,BOM
Munda,SolomonIslands,MUA
Munich,Germany,MUC
Murcia,Spain,MJV
Murmansk,Russia,MMK
MurrayIsland,Australia,MYI
Mus,Turkey,MSR
Muscat,Oman,MCT
Musoma,Tanzania,MUZ
Muzaffarabad,Pakistan,MFG
Mwanza,Tanzania,MWZ
Myeik,Myanmar,MGZ
Myitkyina,Myanmar,MYT
Mytilene,Greece,MJT
Mzuzu,Malawi,ZZU
Nabire,Indonesia,NBX
Nacala,Mozambique,MNC
Nadar,Morocco,NDR
Nadi,Fiji,NAN
Nadym,Russia,NYM
Naga,Philippines,WNP
Nagasaki,Japan,NGS
Nagoya,Japan,NGO
Nagpur,India,NAG
Nairobi,Kenya-JomoKenyattaIntl,NBO
Nairobi,Kenya-Wilson,WIL
Nakhichevan,Azerbaijan,NAJ
NakhonRatchosima,Thailand,NAK
NakhonSiThammarat,Thailand,NST
Nalchik,Russia,NAL
Namangan,Uzbekistan,NMA
Namatana,PapuaNewGuinea,ATN
NamorikIsland,MarshallIslands,NDK
Nampula,Mozambique,APL
Namsos,Norway,OSY
Namudi,PapuaNewGuinea,NDI
Nan,Thailand,NNT
Nanchong,China,NAO
Nanking/Nanjing,China,NKG
Nanning,China,NNG
Nanortalik,Greenland,JNN
Nantes,France-NantesAtlantique,NTE
Nantes,France-Railservice,QJZ
Nantong,China,NTG
Nanyang,China,NNY
Nanyuki,Kenya,NYK
Napier-Hastings,NewZealand,NPE
Naples,Italy,NAP
Narathiwat,Thailand,NAW
Narrabri,Australia,NAA
Narsaq,Greenland,JNS
Narsarsuaq,Greenland,UAK
Narvik,Norway,NVK
Naryan-Mar,Russia,NNM
Nassau,Bahamas-International,NAS
Nassau,Bahamas-ParadiseIsland,PID
Natadi,Congo,MAT
Natal,Brazil,NAT
NauruIsland,Nauru,INU
Navegantes,Brazil,NVT
Nawabshah,Pakistan,WNS
NayUrengoy,Russia,NUX
Ndola,Zambia,NLA
NeerleritInaat,Greenland,CNP
Nefteyugansk,Russia,NFG
Neghelli,Ethiopia,EGL
Negril,Jamaica,NEG
Neiva,Colombia,NVA
Nejran,SaudiArabia,EAM
Nelso,NewZealand,NSN
Nelspruit,SouthAfrica,NLP
Nema,Mauritania,EMN
Neryjungri,Russia,NER
Neuquen,Argentina,NQN
Nevis,St.KittsandNevis,NEV
NewLondon/Groton,GON
NewPlymouth,NewZealand,NPL
Newcastle,Australia-Belmont,BEO
Newcastle,Australia,NTL
Newcastle,UnitedKingdom,NCL
Newman,Australia,ZNE
Newquay,UnitedKingdom,NQY
Ngaoundere,Cameroon,NGE
NgauIsland,Fiji,NGI
Ngukurr,Australia,RPM
NhaTrang,VietNam,NHA
Niamey,Niger,NIM
Nice,France,NCE
Nicosia,Cyprus,NIC
Nimes,France,FNI
Ningbo,China,NGB
Nioko,Congo,NIX
Niuafo'ou,Tonga,NFO
Niuatoputapu,Tonga,NTT
NiueIsland,Niue,IUE
Nizhnevartovsk,Russia,NJC
NizhniyNovgorod,Russia,GOJ
Nojabrxsk,Russia,NOJ
Ndjamena,Chad,NDJ
Norderney,Germany,NRD
Nordholz-Speika,Germany,NDZ
NorfolkIsland,NorfolkIsland,NLK
Noril'sk,Russia,NSK
Normanton,Australia,NTN
Norrkoping,Sweden,NRK
Norsup,Vanuatu,NUS
NorthCaicos,TurksandCaicosIslands,NCA
NorthEleuthera,Bahamas,ELH
NorthRonaldsay,UnitedKingdom,NRL
Norwich,UnitedKingdom,NWI
NosaraBeach,CostaRica,NOB
Nossi-be,Madagascar,NOS
Nottingham,UnitedKingdom,EMA
Nouadhiba,Mauritania,NDB
Nouakchott,Mauritania,NKC
Noumea,NewCaledonia-Tontouta,NOU
Noumea,NewCaledonia-Magenta,GEA
Novgorod,Russia,NVR
Novokuznetsk,Russia,NOZ
Novosibirsk,Russia-Tolmachevo,OVB
NuevaGerona,Cuba,GER
NuevoLaredo,Mexico,NLD
NukuHiva,FrenchPolynesia,NHV
Nuku'Alofa,Tonga,TBU
Nukus,Uzbekistan,NCU
Numbulwar,Australia,NUB
Nunukan,Indonesia,NNX
Nuremberg,Germany-Railservice,ZAQ
Nuremberg,Germany,NUE
Nuuk,Greenland,GOH
Nyala,Sudan,UYL
Nyaung,Myanmar,NYU
Nyngan,Australia,NYN
Oaxaca,Mexico,OAX
Obano,Indonesia,OBD
Obihiro,Japan,OBO
OchoRios,Jamaica,OCJ
Odense,Denmark,ZBQ
Odessa,Ukraine,ODS
Ohrid,Macedonia,OHD
Oita,Japan,OIT
Okaba,Indonedia,OKQ
Okayama,Japan,OKJ
Okhotsk,Russia,OHO
Okinawa,Japan,OKA
Okoshiri,Japan,OIR
Oksibil,Indonesia,OKL
Olbia,Italy,OLB
